"g1_1","g1_2","g1_3","g1_4","g1_5","g1_6","g1_7","g1_8","g1_9","g1_10","g1_11","g1_12","g1_13","g1_14","g1_15","g1_16","g1_17","g1_18","g1_19","g1_20","g1_21","g2_1","g2_2","g2_3","g2_4","g2_5","g2_6","g2_7","g2_8","g2_9","g2_10","g2_11","g2_12","g2_13","g2_14","g2_15","g2_16","g2_17","g2_18","g2_19","g2_20","g2_21","c_1","c_2","c_3","c_4","c_5","c_6","c_7","c_8","c_9","c_10","c_11","c_12","c_13","c_14","c_15","c_16","c_17","c_18","c_19","c_20","c_21","c_22","c_23","c_24","c_25","c_26","c_27","c_28","target"
1.8,19,8,27,16,16,15,13,26,1,-13,-12,2.6686365982272,2.83438399742362,13.6372878482154,3.88804698420275,0.953647149754468,1.85298027094644,0.598164853131982,0.000302025230311863,0.285104122423547,4.75,5,6,11,20,6,22,8,28,-16,-20,-36,0.731361265748211,1.14074632881117,2.62518364926183,0.33448749764822,2.17046905941734,0.307108075601575,2.82383432452839e-07,0.293278816624828,3.4,2.5,1,0,1,0,0,0,0,3.26137267863518,13,3,16,-12,7,-9,20,21,3,24,1.93727533247899,1.69363766861245,-1.21682190966287,1.51849277329822,0,4.68613454136045,1.26286333494092,-0.00817469420128103,1.53,"1"
3,20,8,28,9,18,16,8,23,2,-15,-13,2.60037396588138,2.70547182801683,8.13233960297022,2.24637810894129,0.781988656751833,1.595105101397,0.379083038103399,0.000939652905836096,0.276227779287627,2.62,20,14,34,8,18,14,18,18,4,0,4,3.9110774715223,3.48096195623237,3.62692058829071,1.53297337080215,0.893563751049145,0.303545967420729,0.00351751677491213,0.33753265956002,3.2,2.22,1,0,1,1,0,0,0,1.99942722128364,6,-12,-6,0,-2,-6,5,2,-19,-17,-1.31070350564091,-0.775490128215546,-0.111575094297312,0.0621317305948448,0,-2.613051948231,-1.38054247934943,-0.0613048802723923,1.66,"1"
2.15,5,4,9,20,10,16,6,15,-6,-9,-15,1.96911644292935,2.16458933082196,8.54614970417152,3.66898172985344,1.36379973042176,2.7944365236224,0.0688207486702053,0.00311975751416499,0.429314001843725,3.6,7,4,11,20,10,14,4,10,-4,-6,-10,2.23847851700466,2.09190278789906,2.99782593609728,1.22169078480896,1.42100588347392,0.067168186713084,0.0024175515673645,0.281812096157332,3.5,1.84,1,-1,0,0,0,0,0,4.14656393294496,1,-3,-2,0,12,-8,5,0,-5,-5,-0.269362074075309,0.0726865429228987,-0.0572061530521601,1.57274573881344,0,-2.0915268788224,0.671155793756161,0.147501905686393,1.97,"1"
13,8,3,11,20,10,33,7,43,-23,-36,-59,0,0.27011782936145,9.47536565902329,6.03697032539755,0.535377227819427,2.47510936086518,0.21198282960912,2.24439505792602e-11,0.637122676067769,1.25,44,30,74,3,36,11,30,18,25,12,37,4.08795704665479,3.81355216961002,8.5100948905001,1.50877028660019,1.03249394977997,0.00378936979182111,0.653769785129847,0.589479650188586,5.5,1.65,-1,1,0,0,0,0,1,1.90826607403711,-22,-41,-63,-8,3,-4,7,-35,-61,-96,-4.08795704665479,-3.54343434024857,-0.497116721960541,0.966339074264986,0,-4.96125634782215,-2.47312456510254,0.0476430258791825,2.12,"2"
4.2,11,8,19,16,11,12,7,16,-1,-9,-10,2.56256615042422,2.62434947187098,9.85041564284512,5.71965806866937,1.23011886684045,2.23606227507138,0.162205879598978,0.00722650328137646,0.580651444167623,1.83,23,8,31,6,18,3,8,12,15,-4,11,4.1826350309423,3.47677702244586,8.99345443844994,2.11892872977292,0.340402313485091,0.0997588006536186,0.0457300339002183,0.496084407761122,3.4,2.08,-2,6,4,1,0,0,1,0.557802988684177,3,-15,-12,-1,4,4,-2,3,-24,-21,-1.62006888051808,-0.852427550574889,0.889716553355362,0.117133545298461,-1,-8.27846383360987,-3.27379636978057,0.084567036406501,1.67,"1"
1.33,5,6,11,10,4,3,7,7,1,0,1,2.87256998587297,2.76250120476786,11.22816,4.32167168,1.08201216,1.13307904,0.0144617217426522,0.00995181830784842,0.384895804833561,11,5,3,8,17,2,2,2,5,0,-3,-3,2.55062721037994,2.59394915784104,2.51855616,0.2727936,0.68957184,0.0149207860690678,0.00726272627981489,0.26956052371643,5.5,1.72,9,-2,7,0,1,0,0,0.48865039713276,2,1,3,-1,1,5,5,4,0,4,0.321942775493026,0.168552046926824,0.39244032,0.86028544,0,1.8849664,1.80311552,0.115335281117131,2.09,"1"
1.25,44,24,68,2,39,8,25,14,31,11,42,5,4.93246803557912,17.0306465704525,6.35736060994447,2.64923374681497,0.643640794252903,0.0118731916564183,0.50661699236559,0.373289445215441,10,24,11,35,13,26,23,18,33,3,-15,-12,3.23137875733781,2.99811904496093,4.0352304376178,1.4691618223168,1.52687700666428,0.790131765580249,0.000611252761129573,0.369761786753881,6,1.42,4,-1,3,1,1,0,0,1.97364303615041,33,0,33,6,-10,2,-12,46,8,54,1.76862124266219,1.93434899061819,1.12235674015069,-0.825521028063898,0,6.11759232262753,2.32213017232667,0.00352765846155989,2.8,"1"
1.72,4,8,12,19,7,22,8,10,-15,-2,-17,1.96032177149995,2.0573709172435,10.7681219705242,4.40870223577088,1.2402842877952,2.25982855200768,0.0651016388618334,0.000581441612193756,0.409421647325219,4.5,7,4,11,19,12,18,3,12,-6,-9,-15,2.06374555226242,2.09627185066226,4.0021592203264,1.02146597748736,1.72559967617024,0.067168186713084,0.000788798228890298,0.32972754269378,4,1.57,3,3,6,0,0,0,0,3.19912397113975,0,1,1,-5,19,-10,-2,-6,4,-2,-0.103423780762475,-0.0389009334187613,-0.48531538837504,1.23836257452032,0,-1.36965453316096,0.40654301544448,0.0796941046314382,2.37,"1"
2.25,7,6,13,12,5,8,7,13,-3,-6,-9,2.54082794028528,2.54437079625831,10.88145252352,5.48055668736,1.09348151296,1.9153657856,0.0322075121983687,0.0127783876495358,0.503660396028371,3.4,9,6,15,12,7,5,7,9,2,-2,0,2.97254681387984,2.72176196367833,5.18425647104,1.46242971648,1.1129725952,0.0329999246781026,0.00946646240171032,0.551862366332984,3.2,2.05,-1,4,3,0,0,1,0,3.19563960649007,1,-3,-2,-4,1,2,6,-1,-8,-9,-0.431718873594563,-0.177391167420029,-0.0194910822400001,0.45293606912,0,1.4873412608,0.29630021632,-0.0482019703046135,1.71,"0"
7,17,10,27,16,16,20,9,23,-4,-14,-18,2.56153058027419,2.59274894948223,12.367947722665,3.82052219099688,0.900088241428579,1.51832547211061,0.666976810858474,2.67226242812469e-05,0.308905105088337,1.57,35,24,59,3,31,6,22,14,25,8,33,5,4.92468024905795,5.13869499585439,1.35959381008787,0.780932537974342,0.0359675229172106,0.185444431955971,0.390943488485581,4,1.99,-5,6,1,0,0,0,1,3.0213871467619,-7,-25,-32,2,-2,3,-8,-12,-39,-51,-2.43846941972581,-2.33193129957572,0.119155703454238,0.158731662022736,0,-0.776394483315805,-1.31817280485751,-0.0820383833972445,1.82,"2"
2.62,5,2,7,17,9,9,3,5,0,-2,-2,2.52593700639156,2.50123820107221,8.48511488,4.33167616,1.20945664,1.34642688,0.0149207860690678,0.00814785969767999,0.51050294795773,2.75,8,4,12,11,11,6,4,6,5,-2,3,3.0340178946699,2.68732253565923,7.08712704,1.99532288,1.39097088,0.0147149854087282,0.0108347144364362,0.552224699906826,3.25,1.92,2,0,2,0,0,0,0,1.08159640652371,1,-6,-5,3,5,-3,-6,2,-7,-5,-0.508080888278346,-0.186084334587027,-0.18151424,-0.648895999999999,0,-4.3486592,-2.75545088,-0.041721751949096,1.81,"2"
4.75,27,22,49,7,27,22,21,30,5,-9,-4,3.89044668352185,3.86045116334292,10.0817906612569,5.17990460212715,0.89948084593436,1.65369922707577,0.359345045620171,0.000488095243523415,0.513788152935263,1.72,45,28,73,3,29,7,20,15,22,5,27,5,4.95138744480493,6.17639304965367,1.70245901534479,0.453914473843382,0.00651343124345154,0.318223917790419,0.447218103229347,3.5,2.12,-5,9,4,0,0,0,1,3.55068420724922,-1,-23,-24,12,2,14,1,0,-31,-31,-1.10955331647815,-1.09093628146202,0.445566372090978,-0.0487597882690216,0,-3.72890484738677,-0.996488447526517,0.0665700497059161,1.66,"2"
1.75,9,8,17,5,8,6,11,8,2,3,5,3.31898031861469,2.96188830196643,11.8395701248,3.5710429184,1.834791936,1.2084606976,0.0220346538725161,0.0158434359513211,0.301619305494871,5.5,4,6,10,15,3,8,2,8,-5,-6,-11,2.22222251659756,2.50244100519767,2.0052800512,0.3631584256,1.79311104,0.0260308677961872,0.00726272627981489,0.225960589179949,3.75,1.94,2,4,6,0,0,0,0,2.15809628776961,3,4,7,0,4,3,5,8,8,16,1.09675780201714,0.459447296768765,0.0416808959999999,0.845302272,0,2.9651019776,1.5657628672,0.0756587163149223,1.86,"0"
1.18,3,1,4,6,3,2,2,2,1,0,1,2.65775,2.55955,5.4,3.4,0.88,0.72,0.00215731930856607,0.0018271461687449,0.62962962962963,15,0,1,1,17,0,5,1,1,-5,0,-5,2.23,2.4028,2.56,0.2,1,0.00218749111818289,0.00145900584978686,0.581818181818182,7,1.35,3,-1,2,0,1,0,0,2.78734153138506,2,1,3,2,1,-3,2,1,5,6,0.42775,0.15675,-0.12,0.52,0,1,0.84,0.0478114478114477,3.04,"1"
2.8,10,4,14,12,8,6,5,12,2,-7,-5,2.65752266602598,2.61434880070108,6.733676867584,2.46938712064,0.94016825344,1.371077500928,0.0351819461217354,0.0142642339089993,0.366721951349887,2.5,8,9,17,10,8,6,9,10,2,-1,1,2.93767116415582,2.86974975115524,4.560953757696,0.991935545344,0.947553107968,0.0331653374889103,0.0188734331351515,0.327431218597623,3.2,2.2,-1,2,1,0,0,0,0,2.05268845640833,1,-4,-3,-2,-3,-1,4,3,-9,-6,-0.280148498129835,-0.255400950454157,-0.0073848545280002,0.379141955584,0,-7.195824959488,-2.091566637056,0.0392907327522642,1.66,"0"
7.5,17,10,27,13,16,19,9,23,-3,-14,-17,2.62153058027419,2.60055354178424,14.2099346533312,4.02565273874611,1.12511030178572,1.64790684013826,0.587869673122347,8.96139104029952e-05,0.283298469483276,1.5,31,21,52,5,29,9,23,15,20,8,28,5,4.76583089730288,6.00584038436355,1.92021123510505,0.769231560059562,0.0820849986238988,0.0430669240468309,0.335666812472575,4.5,1.73,-3,5,2,0,0,0,1,0.205946587077813,-4,-21,-25,1,-4,0,-6,-11,-34,-45,-2.37846941972581,-2.16527735551865,0.355878741726162,-0.27230439496679,0,-3.68233280118289,-1.98018764561745,-0.0523683429892993,2.11,"2"
1.66,4,15,19,9,7,15,12,8,-8,4,-4,2.86347193913738,3.1056021842969,9.91805156982784,5.36744018837504,1.08463943221248,2.37755055947776,0.0626620047421532,0.00782837754922577,0.54117889492565,5.5,2,3,5,20,7,18,5,10,-11,-5,-16,1.67362415466358,1.97768220082366,3.86402964062208,0.81782029746176,2.15820214222848,0.0651016388618334,0.000424329619616066,0.613346259437832,3.4,1.91,1,-2,-1,0,0,0,0,3.71223830526032,1,13,14,-3,10,-6,1,-3,15,12,1.1898477844738,1.12791998347324,-1.073562710016,1.559730262016,0,3.61813601452032,1.50341054775296,-0.0721673645121819,1.81,"1"
2.1,25,16,41,11,15,16,16,22,-1,-6,-7,3.37492599583316,3.55365982063075,13.5535239403406,6.29228735452775,0.572732500758016,1.88826129394588,0.778692623807212,0.0014158857103468,0.464254712075245,3.75,23,14,37,12,19,19,20,31,0,-11,-11,2.76296973788894,2.71613635528051,5.9894287507456,1.43611518976,1.7173988646912,0.84636416614837,0.00285124368267963,0.556002225792842,3.25,2.13,0,-1,-1,0,0,0,0,0.122788827557722,11,-7,4,-16,-4,-3,3,10,-6,4,0.611956257944222,0.837523465350241,-1.14466636393318,0.452146104185883,0,2.78121319607175,0.302858603782147,-0.0917475137175969,1.66,"0"
1.72,11,7,18,13,6,5,6,9,1,-3,-2,2.90749969482988,2.80170065692645,9.50526141202432,6.00135270301696,0.8504098816,1.03551918948352,0.0568566425466662,0.0116785669703954,0.631371662795633,5,8,7,15,14,7,10,7,12,-3,-5,-8,2.49028639004122,2.33877078237733,5.99685587238912,1.08893601021952,1.32205509148672,0.0700259851849492,0.00631391090280441,0.532774006500949,3.4,2.04,5,1,6,0,0,0,0,2.4803775181101,4,-1,3,-6,-2,-4,2,6,0,6,0.417213304788663,0.462929874549128,-0.47164520988672,-0.053416820736,0,-1.75064784633856,0.0044968306278399,0.0985976562946835,1.69,"0"
1.73,23,22,45,5,24,8,14,9,16,5,21,5,4.6995574122217,12.1767685929263,4.09737620179467,1.22036420726139,0.592276999557273,0.0800138482986738,0.161217644129777,0.336491259608475,5.25,24,13,37,8,20,11,16,17,9,-1,8,3.91896200572929,3.79311397279288,4.28178237754512,1.18639558901847,1.10275886832326,0.196665689383356,0.0581342667398215,0.36422542507627,3.9,1.94,0,2,2,0,0,0,0,1.56157055311183,10,-2,8,7,-8,3,-11,17,-4,13,1.08103799427071,0.906443439428815,0.117605338938135,-0.594118589461193,0,0.420910591941022,-0.184406175750448,-0.0277341654677954,1.85,"0"
1.9,24,13,37,6,20,9,14,15,11,-1,10,3.98433262230077,3.96463677041836,12.0322375493675,5.8464583474835,1.22250054915775,1.23548633465886,0.196665689383356,0.0581342667398215,0.485899511499491,4,23,7,30,15,18,12,11,17,6,-6,0,3.45502691413195,2.91776657983596,6.05984806590673,2.31787852784321,1.04559939077532,0.393841964469618,0.00477195120533961,0.562482069073229,3.3,1.99,3,0,3,0,0,0,0,0,17,-10,7,3,-2,2,-3,17,-7,10,0.529305708168819,1.04687019058239,0.176901158382429,-1.08239219318435,0,1.25883089501635,-0.213389718423228,-0.0765825575737381,1.74,"0"
1.5,11,10,21,5,6,2,9,4,4,5,9,3.50569187476049,3.30671462356633,15.57544013824,4.79405832192,1.05938577408,0.58296526848,0.0240595752536432,0.0300467733441731,0.307796009574707,7.5,8,3,11,17,6,9,5,11,-3,-6,-9,2.33311822070277,2.32654434953688,2.51811262464,0.78293649408,1.31962832896,0.0340474547345993,0.0110535901868594,0.1946744167766,4.5,1.71,6,-1,5,1,1,1,0,0.12719919830722,8,2,10,-5,-3,0,-2,10,8,18,1.17257365405772,0.980170274029454,-0.26024255488,-0.1999712256,2,2.64044505088,2.27594569728,0.113121592798107,2.13,"1"
3.8,33,28,61,5,29,13,21,15,16,6,22,4.71642236817328,4.79988412882594,10.189863315353,5.20874453183747,0.951105948827434,0.640548341515649,0.0420035979034456,0.225372655539439,0.511169224810845,2,39,36,75,2,33,11,26,13,22,13,35,4.88854180596187,4.93605929389848,7.35398040918459,1.9250732616055,0.765835494132469,0.00155677502545995,0.798516218759377,0.547156102514942,3.4,2.16,-2,9,7,1,0,0,1,3.39601029659334,-3,-11,-14,16,-13,10,-18,3,-16,-13,-0.17211943778859,-0.136175165072543,0.185270454694965,-1.28452492008985,-1,-3.25050658161576,-2.14523587734712,-0.0359868777040969,1.64,"2"
2.3,33,11,44,10,23,16,16,34,7,-18,-11,3.67455935550125,3.4975331506894,11.8831220824386,3.76195634546617,0.996066816409725,1.03260988889703,0.603505575427041,0.00152616076664685,0.316579794381288,3.25,17,14,31,19,22,36,15,43,-14,-28,-42,1.53139914846207,1.46834982363887,4.11413072630311,1.2495308329755,2.08998105086477,0.981288388228831,3.70806641184127e-06,0.334014830635803,3.6,1.91,3,4,7,0,0,0,0,2.4714083015985,19,-6,13,-20,1,-20,12,35,-4,31,2.14316020703918,2.02918332705053,-1.09391423445504,-0.216920944078474,0,-0.434087660828732,-0.352174380836939,-0.0174350362545144,1.88,"1"
1.1,49,34,83,1,60,14,35,18,46,17,63,5,4.97670032865878,17.0155285499807,10.3481580131994,3.08124836987173,0.671735816030701,0.000644379820568608,1,0.608159657386086,23,25,11,36,15,19,24,18,47,-5,-29,-34,2.00779381365704,2.00248704839117,8.39263931275177,1.35957775696646,1.87432296668699,0.996533798970369,9.92950430585108e-06,0.593420117669288,10,1.39,7,-5,2,0,1,0,0,3.21466796755201,38,9,47,13,-4,11,-1,75,22,97,2.99220618634296,2.97421328026761,1.20692540318474,-0.687841940935759,0,2.87269944315054,1.95551870044764,0.0147395397167979,2.8,"1"
6,4,1,5,17,2,1,4,7,1,-3,-2,2.49458536036054,2.52770728122942,8.032704,4.247424,0.763456,1.049472,0.00818870101437408,0.00447164021134833,0.528766402944762,1.53,6,7,13,4,6,2,6,2,4,4,8,3.34524842147926,3.07705378406194,6.063872,1.10624,0.527936,0.00655699918351214,0.00782837754922578,0.495051988087152,3.8,1.9,-6,8,2,0,0,0,1,0.372268810517346,-3,-5,-8,0,-5,2,1,-3,-7,-10,-0.850663061118718,-0.549346502832519,0.23552,-0.0567680000000004,0,-4.216256,-1.816448,0.0337144148576101,1.83,"2"
1.44,15,7,22,6,12,4,13,18,8,-5,3,3.52493957439037,2.8905392731997,14.691837689856,9.035933884416,2.4269330432,1.32486219776,0.0331653374889103,0.0142642339089993,0.615030881443434,8,6,5,11,16,11,9,3,6,2,-3,-1,2.6527173692404,2.60399478479301,9.076866174976,1.0559000576,1.16511727616,0.0439369336234074,0.00246638934860905,0.669551994444011,4.2,1.65,9,-6,3,0,1,1,0,0.13849786690054,10,1,11,6,1,4,7,11,-7,4,0.872222205149973,0.286544488406694,1.26181576704,0.26896214016,1,1.135211393024,-0.0409322905599989,-0.0545211130005774,2.2,"0"
4.5,9,3,12,19,10,12,4,15,-2,-11,-13,2.10771794072386,2.10764733124167,10.5465336650007,4.52525013334753,0.938447711633408,1.3745206639788,0.106858473243582,0.0149207860690678,0.429074639790405,1.8,15,14,29,4,8,5,13,7,3,6,9,3.96420286203284,3.57244103112826,7.13170573759611,1.30581793646182,0.63737814122496,0.0724296966555392,0.0920889795792812,0.561166943862109,3.6,1.97,-4,9,5,0,0,1,0,2.97035249452334,-5,-12,-17,3,-1,-1,7,-8,-14,-22,-1.85648492130898,-1.46479369988659,0.301069570408448,0.0687027275169791,0,-2.16217239048028,-2.60645560424858,-0.132092304071704,1.81,"2"
1.05,45,32,77,2,53,12,28,9,41,19,60,5,4.98320188755523,19.0347805548498,7.17815427885495,2.35210002991763,0.434813724581679,0.00100554839238973,0.818730753077982,0.377107277815507,41,20,8,28,18,19,33,9,26,-14,-17,-31,1.79137580746337,1.79297924814011,3.65264460118286,0.963261701608962,1.82039821731798,0.765821966815849,5.10648120774822e-06,0.338832649637195,19,1.22,2,0,2,0,1,0,0,2.24643804815913,37,12,49,27,3,-5,-10,58,33,91,3.20862419253663,3.19022263941512,0.531701812599652,-0.528447977027282,0,8.25469603497274,3.52550967767209,0.0382746281783114,4.33,"1"
4.2,12,10,22,6,14,9,10,8,5,2,7,3.25738685659307,3.26096363698922,12.4609068834816,6.4961866752,1.5858138947584,1.4156526592,0.0423727420354648,0.0273237224472926,0.521325352636369,1.91,21,12,33,1,20,1,13,7,19,6,25,5,4.32311894828801,11.7871535079424,2.6448664920064,0.3856045965312,0.0160271323314541,0.0561347628341337,0.613431059372697,3.4,1.86,0,8,8,0,0,0,1,2.83585931217418,0,-11,-11,7,-4,9,-12,-1,-17,-18,-1.74261314340693,-1.06215531129878,1.2002092982272,-1.2292138328064,0,-6.7542165241856,-5.2909668327424,-0.0921057067363282,1.88,"1"
1.22,46,35,81,1,51,17,48,32,34,16,50,4.82077879193396,4.93324917273166,19.0633735487763,7.20313873110261,2.60252554454698,1.82132673555211,0.00088382630693505,1,0.377852257506908,13,27,22,49,9,23,28,19,29,-5,-10,-15,3.46198360079855,3.55886387497922,4.14100129659585,0.952092849263285,1.82831227764016,0.656955569649268,0.00308871540823677,0.280510688900942,7.5,1.29,11,2,13,0,0,0,0,2.04439834256683,24,8,32,22,-2,20,9,44,21,65,1.35879519113541,1.37438529775244,0.774213266906824,0.86923388628883,0,4.30100811870824,3.06213743450676,0.0973415686059657,3.55,"1"
6.5,20,6,26,17,13,15,5,19,-2,-14,-16,2.59279515164184,2.31856514194769,11.331697126553,4.08600588084063,1.04956153354943,1.04290190648644,0.486752255959972,0.00210171836458962,0.360581988311891,1.6,21,20,41,7,18,12,23,19,6,4,10,4.24238845500492,4.15654141498764,5.47651614867927,1.627865838731,1.40765578611174,0.200109834857245,0.135335283236613,0.303693037045502,4,1.97,-5,6,1,0,0,0,1,3.0213871467619,0,-15,-15,-6,-8,-7,1,-6,-20,-26,-1.64959330336307,-1.83797627303996,-0.358094252562305,-0.584963932244559,0,-6.70136745061976,-1.39051026783864,0.0568889512663885,1.81,"2"
7,20,8,28,12,17,18,12,29,-1,-17,-18,2.25627148292852,2.61303774408989,9.20144020614096,5.43459345123938,0.641940043521456,2.36919938391157,0.481908990090202,0.00326335327597615,0.590624220718446,1.5,37,21,58,2,32,5,18,9,27,9,36,4.87038001504743,4.88322743078306,10.7759367622521,1.93646898426932,0.766014388740887,0.00606633891516318,0.53526142851899,0.567805096866334,4,1.8,-8,9,1,0,0,0,1,1.65414141090899,-1,-29,-30,8,0,7,-3,-10,-44,-54,-2.61410853211892,-2.27018968669316,-0.124074345219431,0.432730399642251,0,-9.77679162327288,-5.34134331101269,0.0228191238521118,1.95,"2"
1.3,12,13,25,2,10,2,13,3,8,10,18,4.4216560393644,3.64441675494024,13.610774016,7.5301619712,2.161915904,0.3442425856,0.0107388326363213,0.0261214098539182,0.553250091607428,9,12,7,19,6,9,2,7,4,7,3,10,3.68612090748017,3.31156856931771,5.8033340416,1.4846675968,0.80672,0.0184586492884869,0.0174223746394935,0.490450529181707,5,1.74,7,0,7,0,1,0,0,2.93562074166419,5,1,6,6,-5,11,-6,5,3,8,0.735535131884235,0.33284818562253,1.355195904,-1.1404250112,0,1.7781146624,1.7268279296,0.0627995624257205,1.99,"1"
2.87,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.4,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.2,2.02,1,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1.71,"0"
4.5,16,16,32,14,16,18,9,18,-2,-9,-11,3.2361638873629,2.84436220632529,10.6308142959597,5.46014810390141,0.771186242413779,0.408962332982215,0.665773633700669,7.01412143620246e-05,0.513615227572603,1.8,32,29,61,3,39,17,28,15,22,13,35,5,4.90475237121314,8.35106692953305,2.31208593669486,0.945375259981354,0.0165519724995186,0.440431654505999,0.628954822748755,3.4,1.95,-1,7,6,0,0,0,1,3.22360538038653,-13,-16,-29,1,-10,-8,-21,-15,-31,-46,-1.7638361126371,-2.06039016488785,-0.174189017567576,-1.90312360371264,0,-2.64687533687587,-2.89091882563165,-0.115339595176151,1.75,"2"
1.22,40,39,79,1,42,15,36,13,27,23,50,4.92856948587281,4.96870023505744,15.3178500699141,9.32163563355201,1.84944937420996,0.498865605942582,0.000156797474676746,0.923116346386636,0.608547256371226,13,17,18,35,15,18,22,17,26,-4,-9,-13,2.5940369848059,2.7565900862979,4.65978403323904,0.77882687029248,1.98507874615296,0.873230648767056,5.77146221352103e-05,0.507452087029463,6.5,1.5,11,-10,1,1,1,0,0,1.03695818296111,22,22,44,16,-2,14,-5,36,27,63,2.33453250106692,2.21211014875954,-0.135629371943003,-0.279961264349898,0,6.13514267281457,4.66185160031297,0.101095169341763,2.48,"1"
6,30,10,40,9,24,12,6,14,12,-8,4,4.14928689647653,3.70965652185033,12.7492603296538,6.41152680109065,1.35614660993156,0.856334899652679,0.626740799202993,0.0155297149001055,0.502894021716534,1.61,33,31,64,3,27,8,27,13,19,14,33,5,4.90495079942939,7.747883299758,2.61491799184686,0.731363118393275,0.0343896373434727,0.722527353642072,0.523693601289993,3.75,2.07,-3,8,5,0,0,0,1,3.36574374316911,-1,-23,-24,11,-15,-2,-13,-2,-27,-29,-0.850713103523473,-1.19529427757906,0.624783491538286,-1.75858309219418,0,-2.04542740506928,-1.33635649866735,-0.0207995795734588,1.7,"2"
1.29,39,29,68,2,36,11,23,19,25,4,29,4.23327630819894,3.80515486301712,12.2686816280576,7.1086550212608,1.4373304967168,1.1260096700416,0.0166742629528013,0.396531419074993,0.579414743716539,12,26,13,39,12,28,20,10,27,8,-17,-9,3.38621487984245,3.16139876636957,5.68981209511146,1.23988499356218,1.38227455011045,0.873230648767056,0.000136388926482011,0.537195500360505,6,1.51,9,-4,5,0,1,0,0,2.97035249452334,26,3,29,9,1,3,-9,42,-4,38,0.847061428356497,0.64375609664754,0.0550559466063538,-0.113875323520584,0,1.67698439438177,1.41884292614934,0.0422192433560338,2.49,"1"
2.2,15,10,25,13,18,15,15,25,3,-10,-7,2.69831363958984,2.79204397674949,10.3668600521815,4.79321414250201,0.893145137093877,1.68327320797056,0.331210882241981,0.00416932969790411,0.462359298608779,3.5,19,8,27,12,20,14,6,19,6,-13,-7,2.86035310108091,3.0802298097923,6.56621479160583,0.930860414748862,2.1823815378402,0.316592795103813,0.00559993661530851,0.563799388289323,3.5,1.83,-3,6,3,0,0,0,0,0.267248149585736,7,-9,-2,-1,9,1,5,16,-16,0,-0.162039461491072,-0.288185833042812,-1.28923640074632,0.7524127932217,0,-1.27950730470584,-1.77300064910382,-0.101440089680545,1.97,"1"
3.3,4,6,10,15,5,9,5,10,-4,-5,-9,2.27582490888954,2.46913847962496,6.927269888,2.67872339968,0.80731742208,2.0303577088,0.033929439411942,0.0110535901868594,0.386692512777698,2.38,6,6,12,15,11,11,4,4,0,0,0,2.75454561399542,2.68942593951116,4.80427839488,1.35246338048,1.25154097152,0.033929439411942,0.0127783876495358,0.393255199228546,3.3,2.12,-3,1,-2,0,0,1,0,3.71719524446712,-2,0,-2,1,5,-6,-1,-4,-5,-9,-0.478720705105878,-0.220287459886197,-0.44422354944,0.67789432832,0,-5.28942401536,-2.1255549952,-0.00656268645084834,1.71,"2"
3.75,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.1,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.25,1.8,-5,12,7,0,0,0,1,3.74025959102734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,"0"
2.38,28,26,54,2,25,10,24,12,15,12,27,4.93801387848545,4.79203008391786,18.3494935182807,6.90314635496272,1.62316139648123,0.776466013063924,0.0293049158670408,0.637628151621773,0.376203645516724,3.25,27,24,51,3,19,10,25,18,9,7,16,4.86968415153847,4.80211616154454,4.97716007807144,1.36018494106244,1.35375410390764,0.0530643473983505,0.557105861812174,0.32828430847307,3.4,1.8,3,10,13,1,0,0,1,0.0645448384690825,4,-1,3,7,-15,14,-7,8,3,11,0.0683297269469803,-0.0100860776266813,0.269407292573587,-0.583718927998518,-1,3.18836656335126,1.92598627689128,0.0479193370436546,2,"0"
2.7,18,11,29,20,14,21,13,32,-7,-19,-26,2.43947956840254,2.36627877604588,10.2120263178169,2.88212006967476,0.377706698491661,0.875979760220674,0.796743708458563,8.76424821944363e-08,0.28222802996956,2.88,30,20,50,9,26,21,16,23,5,-7,-2,4.23115075215427,3.8813673962264,4.6602602567457,1.37546693304831,1.07414742914161,0.653678990076159,0.00152616076664685,0.318428476987528,3.3,2.18,2,1,3,0,0,0,0,0.802701434432506,-2,-19,-21,-9,5,-8,6,0,-24,-24,-1.79167118375173,-1.51508862018052,-0.696440730649953,-0.499487172827639,0,-4.42316052487315,-1.77814018707094,-0.036200447017968,1.67,"0"
